章节,分组,题型,题号,题目,选项A,选项B,选项C,选项D,选项E,选项F,答案
第十一章,章节测验,多选题,,** 清军西征准噶尔期间，因为随军贸易的发展形成了旅蒙行商群体，之后一些旅蒙商渐渐由行商转为坐商，      等商号由此形成(  )。,大盛居,大成德,天义德,元盛德,,,ACD
第十一章,章节测验,多选题,,** 贸易的发展推动了清朝货币供应的急剧增长，乾嘉年间，        等信用支付手段日渐普遍(  )。,银票,钱票,汇票,转账制度,,,ABCD
第十一章,章节测验,多选题,,** 清朝时期，以下哪些以满语音译词为代表的满语词汇被吸收进了北京官话中(  )。,胡同,海子,猫儿腻,萨其玛,,,CD
第十一章,章节测验,多选题,,** 清朝前中期，诸位皇帝都很看重官员化民成俗的责任，通过     等举措深入基层(  )。,殿试,乡约,社学,巡历乡村,,,BCD
第十一章,章节测验,多选题,,** 清朝入关以前，其官方文书使用的文字包括    (  )。,汉文,满文,蒙古文,察合台文,,,ABC
第十一章,章节测验,多选题,,清朝时期翻译的各族各类典籍包括   (  )。,四书五经,大藏经《甘珠尔》《丹珠尔》,《辽史》《金史》《元史》《明实录》《明史》等史书,《千字文》《百家姓》《三字经》《小学》等汉文蒙学书籍,,,ABCD
第十一章,章节测验,多选题,,** 明清之际，蒙古高原以大漠为界，分为哪几部?(   ),漠北,漠南,漠西,漠东,,,ABC
第十一章,章节测验,多选题,,统一新疆后，清政府推行“屯垦开发、以边养边”的政策，以(   )等方式发展屯田。,兵屯,民屯,回屯,遣屯,旗屯,,ABCDE
第十一章,章节测验,多选题,,清政府在治理西藏方面推行的几项措施包括(   )。,强化了制度性管辖，建立驻藏大臣制度,派遣驻藏军队,合理管辖西藏宗教与世俗事务，改变了历史上以羁縻为主的治藏方略,实行改土归流，以中央委派的流官代替土官,,,ABC
第十一章,章节测验,多选题,,清朝对不同族群进行“因俗而治”的内容包括(   )。,在东北建立四种地方行政管理制度,在新疆实行军府伯克制,在西南设立云贵将军，管理西南事务,在西藏设驻藏大臣管理西藏事务,,,ABD
第十一章,章节测验,判断题,,** 清朝疆域一统之后，确立了新的正统观，论证疆域合一、无内外之别才是大一统的核心要义。,,,,,,,对
第十一章,章节测验,判断题,,** 清朝入关之前，女真部族并未意识到屯田戍边的重要性。,,,,,,,错
第十一章,章节测验,判断题,,** 茶叶在游牧人群中需求较大，在蒙古地区，砖茶甚至被当作货币来使用，清朝以茶叶贸易为边政和财政服务，降低了边疆治理成本。,,,,,,,对
第十一章,章节测验,判断题,,** 清朝时，旗人社区功能从以族群血缘和政治军事需求为主，转向以经济文化生活为主。,,,,,,,对
第十一章,章节测验,判断题,,** 清朝将满蒙联姻作为一项国策，但是清朝满蒙联姻的意义却不及过去的“和亲”政策。,,,,,,,错
第十一章,章节测验,判断题,,** 清朝入关后，清政府重理历代帝王庙祭祀统绪，恢复元世祖牌位，陆续将辽、金等朝皇帝增入祭祀之列，对中原王朝与边疆政权一视同仁。,,,,,,,对
第十一章,章节测验,判断题,,** 清朝关于“天下一家”的论述，与日后“中华民族是一家”的观念相契合。,,,,,,,对
第十一章,章节测验,判断题,,** 清朝在中央设置的理藩院主要处理蒙古事务，不涉及其他地区与民族。,,,,,,,错
第十一章,章节测验,判断题,,** 清朝“定期巡狩”主要是由满人入关前长期游猎跋涉的生活习惯决定的。,,,,,,,错
第十一章,章节测验,判断题,,** 清初拓垦兴盛，垦荒者可享受六到十年的免税期，并进行土地确权。,,,,,,,对
第十一章,章节测验,判断题,,"乾隆时期修成的《钦定西域同文志》,确立了满、汉、蒙古、藏、托忒、察合台六体合璧格局，以满文注释。",,,,,,,"错
章节测验
已完成"
第十一章,测试题,单选题,,* 清朝疆域鼎盛之时，拥有( )余万平方千米的陆地国土。,900,1100,1300,1500,,,C
第十一章,测试题,单选题,,* 1690年起，清廷用兵西北，历时约( )年，彻底荡除天山南北割据势力，完全统一西北蒙回诸部。,40,50,60,70,,,D
第十一章,测试题,单选题,,** 清朝前中期，尽管存在族群隔离与歧视政策，但( )始终占据主流。,各族群众分离的趋势,各族群众交往交流交融的意愿,政治上的分裂,文化上的排斥,,,B
第十一章,测试题,单选题,,* ( )年，清军兵分三路挫败准部势力，收复西藏。,1715,1717,1719,1720,,,D
第十一章,测试题,单选题,,** ( )是中国与西方国家签订的第一个具有主权国家性质的条约。,《中俄尼布楚条约》,《中俄北京条约》,《中俄勘分西北界约记》,《中俄密约》,,,A
第十一章,测试题,单选题,,** 清朝大一统的政治观蕴含着( )的族群观念。,族群对立,天下一家,各自为政,分裂割据,,,B
第十一章,测试题,单选题,,** ( )年，清政府统一台湾，次年设府置县，隶属福建省。,1671,1682,1683,1689,,,C
第十一章,测试题,单选题,,** 清政府在新疆，实行( )，以将军辖下的都统、参赞、办事、领队等各级驻扎大臣兼管民政。,土司制度,流官制度,军府伯克制,行省制度,,,C
第十一章,测试题,单选题,,** 清政府对各族事务的处理既有“一体化”统治，又有不同族群的( )。,全面推行儒家思想,强制统一宗教信仰,因俗而治,排斥其他民族文化,,,C
第十一章,测试题,单选题,,** ( )法律是清朝通行全国，并成为边疆族群治理法规统一化的标志。,《蒙古律例》,《回疆则例》,《西宁青海番夷成例》,《大清律》,,,D
第十一章,测试题,单选题,,** 清朝通过四方巡狩联结各族感情，康乾二帝曾各( )次南巡，对南北融合、满汉融合，起到了推动之功。,三,四,五,六,,,D
第十一章,测试题,单选题,,"* ( )年清廷在新疆设立伊犁将军，驻扎伊犁惠远城(今新疆霍城南),统辖全疆军政事务。",1760,1762,1764,1769,,,B
第十一章,测试题,单选题,,** 在清朝大规模移民运动中，( )的故事被特别提及为感人的西迁故事,汉族,满族,锡伯族,蒙古族,,,C
第十一章,测试题,单选题,,* 为了更有效地统治文化发达的中原地区及庞大的士人群体，康雍乾三帝采取了以下哪项措施?,全面推行佛教以安抚民心,严厉打击士人群体以加强集权,创造性地改造儒学传统，力图实现“道统”与“政统”的合一,废除科举制度，削弱士人影响力,,,C
第十一章,测试题,单选题,,"* 乾隆二十八年修成的《钦定西域同文志》,确立了( )六体合璧格局。",满、汉、蒙古、藏、维吾尔、察合台,满、汉、朝鲜、藏、托忒、西夏,满、汉、蒙古、回、托忒、察合台,满、汉、蒙古、藏、托忒、察合台,,,D
第十一章,测试题,单选题,,* ( )是清朝第一部关于新疆、青海、西藏地名、人名的多语种大型辞典。,《大清一统舆图》,《西域图志》,《钦定西域同文志》,《皇舆西域图志》,,,C
第十一章,测试题,单选题,,** 中国古代白话小说的巅峰( )，反映了满汉文化的深度融合，将道家的无为思想、佛教的因果轮回、儒家的纲常名教等融为一体。,《西游记》,《水浒传》,《三国演义》,《红楼梦》,,,D
第十一章,测试题,单选题,,"** 河北保定地区的国家级“非遗”舞蹈《摆字龙灯》,生动阐释着“满汉一家亲”，起源于( )。",唐朝,清朝,元朝,明朝,,,B
第十一章,测试题,单选题,,** 清朝对藏传佛教诸教派中，对( )的权力、地位予以正式认定，将寺庙和宗教领袖纳入地方行政体系。,萨迦派,宁玛派,格鲁派,噶举派,,,C
第十一章,测试题,单选题,,"** 康熙四年,清朝尊( )为夫子，与孔子并称。",张飞,老子,关羽,孟子,,,C
第十一章,测试题,单选题,,** 清朝前中期，青藏高原与川滇两地互通有无，形成了( )。,丝绸之路,茶马古道,边境贸易,毛皮商路,,,B
第十一章,测试题,单选题,,"** 乾隆二十八年修成的( ),书中注释一律用汉文，以便“凡识汉字者莫不通其文、解其意”。",《四库全书》,《钦定西域同文志》,《康熙字典》,《大清一统舆图》,,,B
第十一章,测试题,单选题,,"** 清朝入关后,满汉文化更是深度交融，道咸时期女作家沈善宝所著( )，展现出当时京师满汉女性交游对文学创作的深广影响。",《西厢记》,《镜花缘》,《名媛诗话》,《花间集》,,,C
第十一章,测试题,单选题,,** 满式汉语是北京话的重要来源说明( ),我们的悠久的历史是各民族共同创造的,我们的灿烂的文化是各民族共同创造的,我们辽阔的疆域是各民族共同开拓的,我们伟大的精神是各民族共同培育的,,,B
第十一章,测试题,单选题,,** 雍正年间，清政府在西南力推( ),改土归流,郡县制,盟旗制,伯克制,,,A
第十一章,测试题,单选题,,* 清朝系统编撰了《理蕃院则例》《回疆则例》标志着( ),清朝因俗而治的管理,清朝边疆族群法规统一化,政治制度基本与内地一体,边疆族群与汉族杂居格局,,,B
第十一章,测试题,单选题,,** 清朝前中期，现代疆域版图基本研定，( )格局基本定型。,一体,多元一体,多元主体,多元,,,B
第十一章,测试题,单选题,,** 清朝是中国历史上最后一个大一统的王朝国家，以1840年为界，之前属于中国传统封建社会，是中华民族共同体达到了( )发展的最高阶段。,自觉,自信,自在,自立,,,C
第十一章,测试题,多选题,,** 明清之际，蒙古高原的地理划分包括( ),漠南,漠北,漠西,漠东,,,ABC
第十一章,测试题,多选题,,** 清中期，在商品流通领域，形成了以( )三分天下的格局。,长江,沿海,黄河,运河,,,ABD
第十一章,测试题,多选题,,** 清朝前中期中华一统政治格局下族群间经济交流呈现出( )的特点。,单一游牧经济仍然是北方广大游牧地区的主导经济模式,北方广大游牧地区经济方式趋向多样化,内地与边疆的经济联系日益减弱,新的贸易地带在族际贸易、藩部朝觐、交通联络、族群交融等方面发挥着枢纽作用,,,BD
第十一章,测试题,多选题,,** 清朝城乡市场网络体系逐渐发展分化为( )三大层级。,流通枢纽城市,小型手工业村落,中等商业城镇,农村集市,,,ACD
第十一章,测试题,多选题,,** 清前中期，促进汉、满、蒙古等族融合的因素包括( ),八旗驻防区的设立,各族之间频繁的联姻,大规模的移民活动,各民族保持独立的文化传统,,,BC
第十一章,测试题,多选题,,** 清代中原等地民众远赴蒙古、东北等边疆地区谋生的主要途径有( ),走西口,下南洋,跑口外,闯关东,,,ACD
第十一章,测试题,多选题,,** 康熙年间官修( )四部经书的注本。,《礼》,《易》,《书》,《诗》,《史记》,《春秋》,BCDF
第十一章,测试题,多选题,,** 清前中期，内地与新疆的文化交融更加密切，在建筑技艺上出现了( )。,蒙汉混合式建筑,汉藏混合式建筑,完全保留传统汉族建筑风格,欧式建筑风格,,,AB
第十一章,测试题,多选题,,* 清前中期，康雍乾三帝通过( )，将“道统” 与“治统”合于一身，极大影响了清朝学术，增进了国家认同。,经筵日讲,武力征服,编纂书籍,册封孔子,,,ACD
第十一章,测试题,多选题,,** 清朝特别设置翻译科，为多语人才进身之阶，设( )等，以培育人才。,蒙古学,唐古式学,回子官学,托忒学,,,ABCD
第十一章,测试题,多选题,,"** 清中期，蒙藏地区学者所撰的藏文史书( ),叙述了从三皇五帝直至元明清的历史，体现了对中原王朝系谱的认可。",《汉区佛教源流记》,《蒙古秘史》,《如意宝树史》,《西藏王统记》,,,AC
第十一章,测试题,多选题,,* 清政府致力于推崇“忠义”精神，在《胜朝殉节诸臣录》 一书中，对众多明朝忠臣义士，如( )等予以表彰。,卢象升,刘宗周,史可法,洪承畴,袁崇焕,,ABCE
